"","CC","Year","CG","SenR","SenD","SenThird","CongR","CongD","CongThird","GovR","GovD","GovThird","SenR_Poll","SenD_Poll","GovR_Poll","GovD_Poll","CC..17","Year..18","CG..19","RLeanFromStateMean","DLeanFromStateMean","PRESyear","SENyear","GOVyear","Total.population","MalePop","FemalePop","Age5Under","Age5to9","Age10to14","Age15to19","Age20To24","Age25to34","Age35to44","Age45to54","Age55to59","Age60to64","Age65to74","Age75to84","Age85Plus","MedianAge","Adults18Plus","Adults21Plus","Adults62Plus","Adults65Plus","Adults18Male","Adults18Female","Adults65Male","Adults65Female","PopTwoOrMore","PopWhite","PopBlack","PopIndianNative","Cherokee","Chippewa","Navajo","Sioux","PopAsian","PopAsianIndian","PopChinese","PopFilipino","PopJapanese","PopKorean","PopVietnamese","PopOtherAsian","PopHawaiian","GuamOrChamarro","Samoan","OtherPacIslander","SomeOtherRace","RaceTwoOrMore","WhiteAndBlack","WhiteAndNative","WhiteAndAsian","WhiteAndAlaska","LoneRaceAndTwoOrMore","NotHispOrLatino","TotHousingUnits","NumVotes","Last.Max.Votes","Two.Max.Votes"
"204",64,2012,7,2741,4494,369,2901,4326,352,0,0,0,1259.9,2614.4,NA,NA,64,2012,7,0.0216279069767442,-0.0288372093023256,1,1,0,16118,8118,8000,929,1173,1125,1052,670,1602,1799,2341,1134,1022,1516,1160,595,612.1,12199,11735,3868,3271,6029,6170,1426,1845,203,14859,33,461,0,130,0,211,492,12,0,12,14,3,5,446,0,0,0,0,70,203,21,57,6,9,16118,15760,7451,4326,16118,12199
"205",64,2014,7,1592,1565,231,1578,1754,6,1745,1382,148,680,850,685.1,804.1,64,2014,7,0.0517647058823529,0.00294117647058824,0,1,1,16048,8084,7964,953,1182,1052,1045,697,1555,1694,2285,1156,1104,1601,1109,615,608.7,12202,11710,4010,3325,6069,6133,1473,1852,155,14687,90,475,0,107,0,278,530,2,0,3,18,0,1,506,0,0,0,0,111,155,18,81,4,3,16048,15676,7394,1754,16048,12202
"206",64,2016,7,0,0,0,3649,3740,8,0,0,0,NA,NA,NA,NA,64,2016,7,0.0653488372093023,0.00325581395348837,1,0,0,15871,7988,7883,921,1224,1044,1061,751,1536,1612,2174,1093,1112,1652,1026,665,607.4,11995,11499,3973,3343,5954,6041,1499,1844,124,14535,92,513,0,130,0,347,465,0,11,19,0,6,6,423,0,0,0,0,142,124,23,54,18,2,15871,15456,7461,3740,15871,11995
"207",65,2012,7,2215,4996,362,2610,4637,350,0,0,0,1113.4,2310.4,NA,NA,65,2012,7,-0.0544736842105263,0.0307894736842105,1,1,0,15864,8045,7819,965,868,1191,1076,789,1590,1839,2527,1159,901,1334,1034,591,421.2,12149,11636,3496,2959,6112,6037,1302,1657,125,14767,136,456,2,21,0,378,84,0,0,0,0,46,0,38,0,0,0,0,296,125,2,69,9,5,15864,14814,7368,4637,15864,12149
"208",65,2014,7,1424,1882,183,1408,2042,3,1567,1681,142,480,600,483.6,567.6,65,2014,7,0.0025,0.05,0,1,1,15568,7877,7691,933,858,1159,1035,769,1600,1682,2345,1236,988,1388,1017,558,426.7,11953,11492,3610,2963,6065,5888,1321,1642,140,14424,122,456,0,14,0,412,83,12,0,0,0,45,0,26,0,0,0,0,343,140,4,75,23,9,15568,14412,7372,2042,15568,11953
"209",65,2016,7,0,0,0,3479,3966,8,0,0,0,NA,NA,NA,NA,65,2016,7,0.0192105263157895,0.0505263157894737,1,0,0,15188,7706,7482,916,901,1054,990,745,1545,1593,2140,1163,1113,1469,1025,534,435.7,11707,11205,3673,3028,5937,5770,1372,1656,198,13861,55,481,0,16,0,425,84,14,0,6,0,44,0,20,0,0,0,0,509,198,3,101,36,0,15188,13991,7340,3966,15188,11707
"210",66,2012,1,5503,10680,832,8103,8709,23,0,0,0,439.5,912,NA,NA,66,2012,1,0.0293333333333333,0.00533333333333333,1,1,0,67310,34352,32958,4223,4466,4311,6060,6533,7931,8443,9409,4112,3409,4505,2719,1189,359.6,51514,46308,10361,8413,26304,25210,3766,4647,1190,61269,2023,253,3,47,0,3,1233,51,224,90,55,275,331,207,49,0,0,45,1293,1190,276,173,377,12,67310,62187,25634,8709,67310,51514
"211",66,2012,2,2985,9391,499,4964,7688,21,0,0,0,410.2,851.2,NA,NA,66,2012,2,-0.0542857142857143,0.0264285714285714,1,1,0,67310,34352,32958,4223,4466,4311,6060,6533,7931,8443,9409,4112,3409,4505,2719,1189,359.6,51514,46308,10361,8413,26304,25210,3766,4647,1190,61269,2023,253,3,47,0,3,1233,51,224,90,55,275,331,207,49,0,0,45,1293,1190,276,173,377,12,67310,62187,25634,7688,67310,51514
"212",66,2014,1,3412,4074,386,3622,4097,10,3625,3700,268,280,350,282.1,331.1,66,2014,1,0.0557142857142857,0.00285714285714286,0,1,1,68189,34652,33537,4099,4469,4386,6209,6599,7654,8296,9491,4429,3608,4869,2826,1254,352.5,52476,47120,11099,8949,26790,25686,4002,4947,1136,61646,2313,303,9,122,0,5,1349,40,370,33,31,314,238,323,64,7,0,53,1378,1136,397,171,347,11,68189,63078,25707,4097,68189,52476
"213",66,2014,2,2099,5290,241,2539,4661,358,2155,5017,179,400,500,403,473,66,2014,2,-0.097,0.145,0,1,1,68189,34652,33537,4099,4469,4386,6209,6599,7654,8296,9491,4429,3608,4869,2826,1254,352.5,52476,47120,11099,8949,26790,25686,4002,4947,1136,61646,2313,303,9,122,0,5,1349,40,370,33,31,314,238,323,64,7,0,53,1378,1136,397,171,347,11,68189,63078,25707,5017,68189,52476
"214",66,2016,1,0,0,0,9784,8006,18,0,0,0,NA,NA,NA,NA,66,2016,1,0.126875,-0.054375,1,0,0,68366,34705,33661,3837,4574,4305,5916,6421,7832,8169,9263,4476,3912,5327,3036,1298,351.4,53037,47682,12106,9661,26987,26050,4328,5333,1240,60880,2738,312,16,163,0,17,1443,81,483,54,35,126,295,369,49,11,0,38,1704,1240,353,240,350,12,68366,63269,25749,9784,68366,53037
"215",66,2016,2,0,0,0,4510,8114,8,0,0,0,NA,NA,NA,NA,66,2016,2,-0.0153333333333333,0.082,1,0,0,68366,34705,33661,3837,4574,4305,5916,6421,7832,8169,9263,4476,3912,5327,3036,1298,351.4,53037,47682,12106,9661,26987,26050,4328,5333,1240,60880,2738,312,16,163,0,17,1443,81,483,54,35,126,295,369,49,11,0,38,1704,1240,353,240,350,12,68366,63269,25749,8114,68366,53037
"216",67,2012,1,2245,2148,298,2513,2218,3,0,0,0,703.2,1459.2,NA,NA,67,2012,1,0.105,-0.11625,1,1,0,10076,4940,5136,689,718,666,668,392,1065,1064,1520,732,588,805,777,392,327.8,7566,7264,2315,1974,3664,3902,831,1143,91,9782,82,44,21,7,0,0,70,0,0,0,0,27,0,43,0,0,0,0,7,91,16,15,30,0,10076,9870,4564,2513,10076,7566
"217",67,2014,1,892,434,117,911,502,2,905,424,73,680,850,685.1,804.1,67,2014,1,0.165294117647059,-0.113529411764706,0,1,1,10098,4908,5190,613,687,767,661,373,1033,1136,1374,732,638,946,777,361,322.2,7593,7307,2453,2084,3641,3952,886,1198,44,9785,45,107,18,3,0,0,89,0,0,0,0,1,0,88,0,0,0,0,28,44,7,18,0,0,10098,9870,4566,911,10098,7593
"218",67,2016,1,0,0,0,2866,1890,5,0,0,0,NA,NA,NA,NA,67,2016,1,0.162916666666667,-0.10375,1,0,0,10106,4908,5198,653,750,714,626,446,1010,1132,1269,703,633,1038,822,310,343.4,7556,7252,2556,2170,3640,3916,940,1230,87,9744,75,63,3,14,0,2,88,0,0,1,0,1,0,86,0,0,0,0,49,87,29,11,5,14,10106,9824,4552,2866,10106,7556
"219",68,2012,7,2835,4009,336,2639,4377,234,0,0,0,1289.2,2675.2,NA,NA,68,2012,7,-0.0629545454545455,0.0690909090909091,1,1,0,16288,8370,7918,1060,1083,1266,1241,733,1672,2152,2764,1115,899,1229,742,332,337.6,12024,11437,2838,2303,6185,5839,1078,1225,208,15435,56,164,0,97,0,0,407,42,5,8,0,15,28,309,0,0,0,0,18,208,24,108,29,4,16288,16165,7903,4377,16288,12024
"220",68,2014,7,1073,874,99,948,1088,2,1089,841,59,440,550,443.3,520.3,68,2014,7,0.0445454545454545,0.0172727272727273,0,1,1,15827,8079,7748,939,1053,1151,1195,719,1608,1927,2699,1197,965,1282,747,345,358.1,11875,11366,2947,2374,6085,5790,1111,1263,238,14893,92,156,0,93,0,8,419,30,2,9,0,16,86,276,0,0,0,0,29,238,20,130,35,7,15827,15684,7898,1089,15827,11875
"221",68,2016,7,0,0,0,3978,3665,4,0,0,0,NA,NA,NA,NA,68,2016,7,0.0463636363636364,0.0293181818181818,1,0,0,15814,8108,7706,915,986,1239,1121,853,1553,1826,2565,1231,1034,1381,758,352,352,11952,11400,3065,2491,6127,5825,1181,1310,233,14748,117,220,0,148,0,17,469,13,2,52,0,25,79,298,2,0,0,2,25,233,16,142,53,0,15814,15648,7913,3978,15814,11952
"222",70,2012,2,26310,38255,2880,41770,25303,88,0,0,0,1259.9,2614.4,NA,NA,70,2012,2,0.122790697674419,-0.129302325581395,1,1,0,133123,66364,66759,11053,12185,10812,9203,5738,18294,22898,20619,6589,5172,6240,3073,1247,276.1,93034,88636,13488,10560,45975,47059,4836,5724,3458,116455,3376,792,0,61,0,401,7443,1686,1217,325,53,406,1524,2232,12,0,0,12,1587,3458,797,978,682,119,133123,127217,48281,41770,133123,93034
"223",70,2014,2,20031,15957,1367,23125,11995,1955,20532,14733,1080,1440,1800,1450.8,1702.8,70,2014,2,0.112777777777778,-0.0544444444444444,0,1,1,137310,68472,68838,10779,12424,11011,9580,6328,18287,22235,21784,7328,5684,6993,3593,1284,282.7,96649,92187,15159,11870,47765,48884,5424,6446,3693,118630,3940,1014,7,177,0,381,7803,2146,738,229,22,425,1720,2523,159,0,0,0,2071,3693,1042,891,941,74,137310,131033,49055,23125,137310,96649
"224",70,2016,2,0,0,0,38576,27047,60,0,0,0,NA,NA,NA,NA,70,2016,2,0.141086956521739,-0.0782608695652174,1,0,0,141717,70808,70909,10740,12181,11464,9944,7073,18098,21973,22374,8458,6252,7889,3714,1557,286.6,100690,96119,16907,13160,49929,50761,5978,7182,4407,120479,4210,1006,10,253,0,332,8230,1609,761,317,40,599,1556,3348,163,0,0,2,3222,4407,1532,982,1204,85,141717,135045,50084,38576,141717,100690
"225",71,2012,6,17884,24563,1881,23931,20187,109,0,0,0,966.9,2006.4,NA,NA,71,2012,6,0.0863636363636364,-0.107575757575758,1,1,0,83970,42720,41250,6590,7866,6740,5978,3949,11200,13765,13220,4878,3449,3994,1796,545,174,58808,55969,8314,6335,30060,28748,3050,3285,1198,80733,519,343,13,158,0,30,1047,214,44,46,29,196,99,419,12,12,0,0,118,1198,291,426,305,0,83970,82248,30611,23931,83970,58808
"226",71,2014,6,5109,2993,405,5271,2734,448,5297,2688,276,440,550,443.3,520.3,71,2014,6,0.192727272727273,-0.144545454545455,0,1,1,86107,43348,42759,6362,7647,6936,6323,4355,10849,13450,13714,4964,4330,4512,1938,727,179.6,61019,57856,9459,7177,30660,30359,3262,3915,1517,82106,732,360,3,97,0,12,1075,112,201,138,35,169,93,327,20,10,10,0,297,1517,360,333,386,13,86107,84151,31134,5297,86107,61019
"227",71,2016,6,0,0,0,32432,13894,74,0,0,0,NA,NA,NA,NA,71,2016,6,0.225428571428571,-0.154857142857143,1,0,0,87820,44040,43780,5880,7329,7090,7005,4741,10838,12947,14199,5240,4322,5433,1915,881,183.1,62933,59365,10666,8229,31497,31436,3654,4575,1830,83192,990,395,2,153,0,84,927,160,251,120,26,193,37,140,11,0,11,0,475,1830,595,384,374,41,87820,85548,31452,32432,87820,62933
"228",72,2012,7,2667,4603,372,3184,3772,563,0,0,0,732.5,1520,NA,NA,72,2012,7,0.0256,-0.0468,1,1,0,13775,6894,6881,903,993,940,848,660,1620,1674,2186,963,690,1096,851,351,286.7,10344,9977,2657,2298,5106,5238,982,1316,150,13228,66,14,0,0,0,0,70,54,10,1,2,1,1,1,0,0,0,0,247,150,24,76,10,0,13775,12686,5996,3772,13775,10344
"229",72,2014,7,1552,1609,225,1607,1714,5,1666,1408,208,400,500,403,473,72,2014,7,0.07,-0.033,0,1,1,13499,6757,6742,906,881,971,828,696,1528,1571,2006,1024,712,1149,841,386,282.3,10192,9769,2744,2376,5053,5139,1014,1362,144,13100,46,6,0,0,0,6,84,52,23,2,3,3,0,1,0,0,0,0,119,144,68,50,12,0,13499,12330,5954,1714,13499,10192
"230",72,2016,7,0,0,0,4328,3225,4,0,0,0,NA,NA,NA,NA,72,2016,7,0.1336,-0.0624,1,0,0,13484,6790,6694,835,910,933,882,697,1445,1609,1932,1077,745,1201,789,429,286.8,10219,9791,2806,2419,5091,5128,1046,1373,139,13054,67,6,0,0,0,4,81,44,26,8,1,2,0,0,3,2,0,1,134,139,60,49,14,0,13484,12267,5978,4328,13484,10219
"231",73,2012,6,18816,35544,2883,25891,32558,165,0,0,0,1611.5,3344,NA,NA,73,2012,6,0.016,-0.0454545454545455,1,1,0,150140,75704,74436,9611,9785,9122,13376,16395,19455,17310,20502,8690,7168,9313,6821,2592,937.2,115710,103954,22678,18726,58023,57687,8390,10336,1991,138440,4640,527,18,179,0,90,2994,445,260,114,100,395,552,1128,31,0,6,13,1517,1991,682,302,568,12,150140,145990,62026,32558,150140,115710
"232",73,2012,7,5079,7881,663,5095,7694,792,0,0,0,1113.4,2310.4,NA,NA,73,2012,7,-0.0128947368421053,0.0231578947368421,1,1,0,150140,75704,74436,9611,9785,9122,13376,16395,19455,17310,20502,8690,7168,9313,6821,2592,937.2,115710,103954,22678,18726,58023,57687,8390,10336,1991,138440,4640,527,18,179,0,90,2994,445,260,114,100,395,552,1128,31,0,6,13,1517,1991,682,302,568,12,150140,145990,62026,7694,150140,115710
"233",73,2014,6,8141,6353,629,7980,6439,640,8558,5761,469,960,1200,967.2,1135.2,73,2014,6,0.18,-0.125416666666667,0,1,1,151162,76054,75108,9580,9883,9381,12862,16454,19693,16467,20134,9360,7626,10019,6792,2911,954.7,116677,105213,24038,19722,58425,58252,8890,10832,2250,138249,5377,575,2,302,0,81,2985,138,374,181,109,275,496,1412,23,0,8,0,1703,2250,800,310,734,16,151162,146663,62539,8558,151162,116677
"234",73,2014,7,5288,3814,524,5165,4368,11,5791,3263,342,1400,1750,1410.5,1655.5,73,2014,7,0.119714285714286,-0.0577142857142857,0,1,1,151162,76054,75108,9580,9883,9381,12862,16454,19693,16467,20134,9360,7626,10019,6792,2911,954.7,116677,105213,24038,19722,58425,58252,8890,10832,2250,138249,5377,575,2,302,0,81,2985,138,374,181,109,275,496,1412,23,0,8,0,1703,2250,800,310,734,16,151162,146663,62539,5791,151162,116677
"235",73,2016,6,0,0,0,38728,23174,113,0,0,0,NA,NA,NA,NA,73,2016,6,0.142666666666667,-0.076,1,0,0,153046,77006,76040,9680,10173,9179,12974,16748,19343,16691,19419,9733,8143,10929,6710,3324,939.7,118174,107312,25682,20963,59238,58936,9561,11402,2615,137835,6981,531,3,254,0,109,3056,287,309,180,57,325,466,1432,22,3,0,0,2006,2615,825,371,722,8,153046,148235,62972,38728,153046,118174
"236",73,2016,7,0,0,0,8050,6393,17,0,0,0,NA,NA,NA,NA,73,2016,7,0.12025641025641,-0.0566666666666667,1,0,0,153046,77006,76040,9680,10173,9179,12974,16748,19343,16691,19419,9733,8143,10929,6710,3324,939.7,118174,107312,25682,20963,59238,58936,9561,11402,2615,137835,6981,531,3,254,0,109,3056,287,309,180,57,325,466,1432,22,3,0,0,2006,2615,825,371,722,8,153046,148235,62972,8050,153046,118174
"237",74,2012,1,5716,11781,1028,8534,10082,23,0,0,0,761.8,1580.8,NA,NA,74,2012,1,0.0642307692307692,-0.0984615384615385,1,1,0,37188,18341,18847,2685,2665,2738,2405,1918,4494,4877,5468,2537,1919,2768,1928,786,212.6,27477,26317,6474,5482,13524,13953,2311,3171,754,34733,782,40,0,10,0,0,298,46,32,33,39,31,0,117,0,0,0,0,581,754,298,127,101,6,37188,34890,15575,10082,37188,27477
"238",74,2014,1,4904,4809,468,4748,5365,10,5197,4401,321,600,750,604.5,709.5,74,2014,1,0.054,0.00666666666666667,0,1,1,37163,18291,18872,2613,2738,2607,2441,1978,4435,4615,5440,2475,2219,2800,1846,956,212,27531,26264,6891,5602,13569,13962,2380,3222,670,34325,882,29,0,14,0,0,313,61,20,38,58,35,0,101,0,0,0,0,944,670,260,138,104,5,37163,34630,15550,5365,37163,27531
"239",74,2016,1,0,0,0,9771,8884,16,0,0,0,NA,NA,NA,NA,74,2016,1,0.0938461538461538,-0.0242307692307692,1,0,0,37262,18425,18837,2457,2853,2617,2447,2030,4377,4492,5228,2554,2442,2901,1909,955,203.3,27728,26378,7208,5765,13743,13985,2505,3260,510,33835,1081,49,0,25,0,0,431,88,15,17,24,45,0,242,5,5,0,0,1351,510,192,120,75,3,37262,34597,15605,9771,37262,27728
"240",75,2012,7,1060,1296,75,974,1411,68,0,0,0,586,1216,NA,NA,75,2012,7,0.0045,0.004,1,1,0,9922,4931,4991,617,554,567,946,1227,1113,869,1241,660,499,695,601,333,207,7846,6970,1930,1629,3853,3993,698,931,192,9308,44,201,36,14,0,45,72,11,35,0,0,0,2,24,0,0,0,0,105,192,31,85,37,0,9922,9582,4256,1411,9922,7846
"241",75,2014,7,1055,1747,125,1241,1631,11,1087,1610,94,400,500,403,473,75,2014,7,-0.046,0.11,0,1,1,9946,4969,4977,583,683,527,997,1300,1134,874,1082,689,448,700,537,392,184.9,7828,6839,1879,1629,3864,3964,704,925,203,9211,65,146,20,15,0,67,170,24,50,0,0,10,7,79,27,27,0,0,124,203,68,93,34,0,9946,9560,4241,1631,9946,7828
"242",75,2016,7,0,0,0,2087,3183,4,0,0,0,NA,NA,NA,NA,75,2016,7,0.00230769230769231,0.0707692307692308,1,0,0,9896,4961,4935,538,684,499,1001,1359,1104,895,986,719,430,743,473,465,198.4,7811,6837,1922,1681,3864,3947,765,916,156,9255,82,187,0,32,18,95,164,25,114,15,0,5,0,5,14,14,0,0,38,156,75,38,43,0,9896,9447,4210,3183,9896,7811
"243",76,2012,7,922,2335,146,1014,2293,124,0,0,0,820.4,1702.4,NA,NA,76,2012,7,-0.146785714285714,0.126071428571429,1,1,0,10126,5221,4905,527,568,656,669,495,1039,1193,1608,705,654,883,697,432,308.1,7948,7576,2382,2012,4064,3884,860,1152,52,9810,137,46,0,1,0,15,13,0,1,3,0,3,0,6,0,0,0,0,68,52,6,6,3,3,10126,9774,4950,2293,10126,7948
"244",76,2014,7,957,1443,120,939,1559,4,994,1347,97,400,500,403,473,76,2014,7,-0.044,0.101,0,1,1,9928,5043,4885,540,629,545,639,539,1059,1079,1464,736,667,939,699,393,310.5,7810,7419,2401,2031,3946,3864,884,1147,83,9588,119,38,0,1,0,25,29,0,2,5,0,0,0,22,0,0,0,0,71,83,12,31,0,3,9928,9548,4956,1559,9928,7810
"245",76,2016,7,0,0,0,1962,2982,3,0,0,0,NA,NA,NA,NA,76,2016,7,-0.064,0.136666666666667,1,0,0,9742,4916,4826,590,644,582,584,512,1085,1005,1292,786,626,994,668,374,311.5,7558,7232,2385,2036,3799,3759,903,1133,61,9326,177,22,0,2,0,20,17,0,2,3,0,0,1,11,0,0,0,0,139,61,17,29,0,0,9742,9318,4901,2982,9742,7558
"246",77,2012,7,4139,6796,545,4221,6660,621,0,0,0,1172,2432,NA,NA,77,2012,7,-0.049,0.035,1,1,0,23336,11762,11574,1621,1489,1667,1750,1225,2275,2486,3663,1778,1245,2166,1270,701,429,17450,16523,4874,4137,8803,8647,1911,2226,262,22195,75,94,13,35,0,0,124,7,20,14,0,45,27,11,0,0,0,0,586,262,69,95,48,0,23336,22086,11509,6660,23336,17450
"247",77,2014,7,4398,3958,491,4167,4590,6,4708,3558,339,1600,2000,1612,1892,77,2014,7,0.074,-0.01475,0,1,1,22688,11598,11090,1499,1514,1480,1658,1189,2233,2351,3315,1690,1474,2340,1307,638,420.8,17174,16275,5158,4285,8704,8470,2015,2270,308,21439,87,77,0,23,0,5,114,6,22,22,0,28,17,19,0,0,0,0,663,308,73,107,66,0,22688,21327,11342,4708,22688,17174
"248",77,2016,7,0,0,0,6243,5367,11,0,0,0,NA,NA,NA,NA,77,2016,7,0.074,-0.01475,1,0,0,23090,11652,11438,1521,1753,1505,1618,1221,2200,2442,3102,1724,1630,2413,1331,630,411.4,17312,16501,5320,4374,8700,8612,2041,2333,531,21987,53,47,0,26,0,6,124,16,16,23,0,16,13,40,0,0,0,0,348,531,147,187,99,0,23090,21779,11383,6243,23090,17312
"249",78,2012,7,505,1222,76,462,1264,96,0,0,0,586,1216,NA,NA,78,2012,7,-0.065,0.0625,1,1,0,3483,1792,1691,134,198,264,235,113,312,334,540,229,186,392,373,173,193.4,2735,2631,1057,938,1388,1347,402,536,37,3148,3,274,0,4,0,225,0,0,0,0,0,0,0,0,0,0,0,0,21,37,0,35,2,0,3483,3433,2048,1264,3483,2735
"250",78,2014,7,336,603,56,374,614,0,357,564,32,320,400,322.4,378.4,78,2014,7,-0.03,0.09125,0,1,1,3408,1733,1675,146,187,242,243,125,266,334,515,272,205,352,347,174,183.6,2670,2572,987,873,1335,1335,390,483,66,3121,6,207,0,3,0,168,0,0,0,0,0,0,0,0,0,0,0,0,8,66,2,48,16,0,3408,3349,2011,614,3408,2670
"251",78,2016,7,0,0,0,632,1123,1,0,0,0,NA,NA,NA,NA,78,2016,7,-0.048,0.122,1,0,0,3494,1718,1776,238,214,187,207,139,345,321,439,249,275,370,281,229,183.3,2709,2621,1045,880,1332,1377,391,489,80,3185,15,198,0,14,0,167,0,0,0,0,0,0,0,0,0,0,0,0,16,80,7,42,16,12,3494,3423,2050,1123,3494,2709
"252",79,2012,2,3705,7142,553,6039,5293,12,0,0,0,966.9,2006.4,NA,NA,79,2012,2,-0.0136363636363636,0.0654545454545455,1,1,0,23721,11862,11859,1443,1562,1501,1491,1097,2421,2949,3735,1857,1510,2166,1346,643,379,18236,17619,4988,4155,9040,9196,1924,2231,192,23177,98,27,0,15,0,0,157,7,33,18,40,59,0,0,0,0,0,0,70,192,39,62,82,0,23721,23145,11071,6039,23721,18236
"253",79,2014,2,1862,2249,273,2389,1668,276,2037,2056,146,600,750,604.5,709.5,79,2014,2,0.100666666666667,-0.0553333333333333,0,1,1,23482,11779,11703,1326,1568,1490,1399,1076,2489,2705,3637,1840,1632,2298,1350,672,399.6,18210,17559,5236,4320,9051,9159,2014,2306,256,22953,92,48,0,12,0,10,68,1,25,9,0,28,4,1,0,0,0,0,65,256,78,74,94,3,23482,22877,10992,2389,23482,18210
"254",79,2016,2,0,0,0,6066,4445,10,0,0,0,NA,NA,NA,NA,79,2016,2,0.140909090909091,-0.0757575757575758,1,0,0,23477,11578,11899,1348,1455,1523,1330,1184,2424,2611,3456,1794,1770,2490,1466,626,411.4,18286,17608,5557,4582,9004,9282,2142,2440,316,22910,48,55,0,12,0,16,87,1,25,16,0,30,2,13,0,0,0,0,61,316,59,189,44,4,23477,22861,11166,6066,23477,18286
"255",80,2012,8,2645,3421,286,3597,2745,19,0,0,0,673.9,1398.4,NA,NA,80,2012,8,0.0447826086956522,-0.0526086956521739,1,1,0,15802,8007,7795,1164,1016,1084,1037,770,1699,1631,2323,1124,923,1476,1137,418,207.5,11887,11421,3569,3031,5897,5990,1344,1687,211,15282,65,183,1,26,0,6,28,2,16,8,0,0,0,2,0,0,0,0,33,211,25,85,44,0,15802,15625,8037,3597,15802,11887
"256",80,2014,8,1600,1301,151,1635,1244,3,1658,1208,93,520,650,523.9,614.9,80,2014,8,0.153076923076923,-0.0930769230769231,0,1,1,16142,8135,8007,1195,1192,1179,1011,819,1649,1639,2172,1110,1000,1623,1145,408,192.5,11921,11438,3766,3176,5956,5965,1447,1729,206,15576,191,137,8,17,0,18,29,9,6,11,0,0,0,3,0,0,0,0,3,206,57,70,48,0,16142,15979,8101,1658,16142,11921
"257",80,2016,8,0,0,0,4284,2475,13,0,0,0,NA,NA,NA,NA,80,2016,8,0.1768,-0.1092,1,0,0,15943,8045,7898,1150,1170,1096,963,860,1612,1580,2003,1097,1151,1707,1086,468,201.9,11903,11350,3927,3261,5990,5913,1520,1741,176,15430,143,122,7,12,0,7,41,9,13,11,0,4,0,4,0,0,0,0,31,176,63,51,10,0,15943,15696,8126,4284,15943,11903
"258",81,2012,1,2988,6063,490,4155,5465,16,0,0,0,644.6,1337.6,NA,NA,81,2012,1,0.0268181818181818,-0.0731818181818182,1,1,0,19429,9310,10119,1215,1159,1456,1208,1009,2699,2500,2977,1239,1177,1316,1034,440,173.2,14775,14211,3411,2790,6909,7866,1202,1588,442,18350,383,76,0,11,0,8,118,23,1,13,34,19,0,28,0,0,0,0,60,442,128,157,77,0,19429,18425,8014,5465,19429,14775
"259",81,2014,1,1410,1767,199,1407,1952,4,1506,1603,159,400,500,403,473,81,2014,1,0.015,0.034,0,1,1,19501,9189,10312,1212,1372,1341,1172,960,2828,2368,2786,1439,1112,1427,994,490,163.6,14756,14246,3491,2911,6838,7918,1282,1629,333,18320,462,115,0,11,10,0,156,24,2,5,28,79,0,18,0,0,0,0,115,333,113,60,25,0,19501,18435,8078,1952,19501,14756
"260",81,2016,1,0,0,0,5027,4489,8,0,0,0,NA,NA,NA,NA,81,2016,1,0.0859090909090909,-0.0190909090909091,1,0,0,19318,9117,10201,1206,1293,1258,1157,1061,2745,2370,2579,1443,1141,1607,905,553,165.9,14788,14282,3690,3065,6901,7887,1388,1677,319,18016,516,133,0,36,23,9,97,21,2,10,11,47,0,6,0,0,0,0,237,319,82,27,88,0,19318,18226,8083,5027,19318,14788
"261",82,2012,2,6791,15261,989,11196,11112,21,0,0,0,498.1,1033.6,NA,NA,82,2012,2,0.0294117647058824,-0.0311764705882353,1,1,0,246689,122537,124152,15950,18389,19727,17851,12270,29569,36164,41614,16374,13184,14808,7763,3026,688.9,180656,172482,33090,25597,88749,91907,11455,14142,5462,217584,8225,658,38,148,0,88,12983,1484,1725,593,235,995,1258,6693,58,0,14,0,1719,5462,1933,1306,1300,47,246689,238410,95088,11196,246689,180656
"262",82,2012,4,25489,51585,2594,32581,39939,4802,0,0,0,1523.6,3161.6,NA,NA,82,2012,4,-0.0542307692307692,0.0648076923076923,1,1,0,246689,122537,124152,15950,18389,19727,17851,12270,29569,36164,41614,16374,13184,14808,7763,3026,688.9,180656,172482,33090,25597,88749,91907,11455,14142,5462,217584,8225,658,38,148,0,88,12983,1484,1725,593,235,995,1258,6693,58,0,14,0,1719,5462,1933,1306,1300,47,246689,238410,95088,39939,246689,180656
